ticker,total_trades,winning_trades,losing_trades,win_rate,avg_win,avg_loss,avg_win_pct,avg_loss_pct,profit_factor,total_return,max_drawdown,sharpe_ratio,avg_holding_days,best_trade,worst_trade,strategy
QQQ,58,34,24,58.620689655172406,626.954495876825,-423.6472037344436,4.255784557955142,-2.674880838688333,2.0965216529134625,111.70090060245647,-18.712727485515586,1.0353402551440853,17.896551724137932,12.810991234711256,-6.706699224772694,"Fast Trend (Buy>58, Sell<42)"
QQQ,66,38,28,57.57575757575758,545.5146452903164,-403.4853199209453,3.790646469821846,-2.570319995117796,1.834865527369439,94.5141898222778,-15.055518860858186,0.9198925873102388,16.333333333333332,12.810991234711299,-6.973060682199817,"Fast Trend (Buy>55, Sell<45)"
QQQ,54,33,21,61.111111111111114,549.1953355978088,-432.1876317861099,4.088059593361849,-3.1006722043821475,1.9968670507461668,90.6657237959898,-17.291280620265027,0.9086881794609973,18.22222222222222,12.810991234711278,-7.4350259431282595,"Fast Trend (Buy>62, Sell<38)"
QQQ,82,42,40,51.21951219512195,476.97790102580984,-296.89482405845945,3.3554438362609567,-1.9198653749062615,1.686882880714977,81.75454335080714,-16.737482955637656,0.8463934440634215,12.963414634146341,8.768477539713636,-6.8192998804322835,Multi-Factor Swing
QQQ,61,34,27,55.73770491803278,534.971582191891,-377.35584190278666,4.021970297521663,-2.7060043259873385,1.785232514007993,80.1844450765671,-16.18180191876872,0.8154677183816396,17.59016393442623,10.278481768145099,-6.819299880432272,Adaptive Thresholds
QQQ,65,33,32,50.76923076923077,416.6868403163246,-249.67920018395893,3.4147465683254863,-1.9792285961748868,1.7210416556910177,57.767080325846095,-15.036357314327178,0.689362383421773,13.553846153846154,8.751474301173179,-6.035503696079836,Sector Momentum
QQQ,54,28,26,51.85185185185185,475.1914342201262,-311.5809093102961,3.771800593718889,-2.2711632174779073,1.6424132742940096,52.19475992087925,-16.580795279136584,0.6647649626214648,11.833333333333334,15.123840164430714,-5.796546765963395,Volatility Breakout
SPY,50,32,18,64.0,312.71209702061736,-270.5895012777076,2.720102279313437,-2.390289159463343,2.05452397192227,51.36176081661019,-13.688332157540234,0.7447344160727313,19.4,9.183954112302395,-6.009237223331965,"Fast Trend (Buy>62, Sell<38)"
SPY,70,39,31,55.714285714285715,308.2854276198073,-232.98547439830813,2.5919385060254845,-1.8980918156558686,1.664665826613271,48.005819708249334,-13.63241360443504,0.672057192054762,16.32857142857143,9.183954112302395,-6.42690957637485,"Fast Trend (Buy>55, Sell<45)"
SPY,62,37,25,59.67741935483871,327.77978981584783,-301.94490963668954,2.895612354713914,-2.6398701965330997,1.6066311219194278,45.79229482269132,-18.16597641798966,0.6398271387638277,17.661290322580644,9.340282595734672,-7.175402305723811,Adaptive Thresholds
SPY,55,30,25,54.54545454545454,342.29450668108046,-233.562712965885,2.8559573959044733,-1.844851079006873,1.7586429049455878,44.44211587873161,-13.890543261023463,0.693535051704406,12.49090909090909,12.502080421109385,-6.318772415612894,Volatility Breakout
SPY,80,39,41,48.75,285.64679433080306,-181.29510738797111,2.40893365219876,-1.4634896205442023,1.4987321405314158,37.20846422416921,-16.21788449558737,0.5684521048338093,13.5125,5.785545154714633,-6.42690957637484,Multi-Factor Swing
SPY,62,36,26,58.06451612903226,300.20015938177835,-285.74088941260993,2.651346150092425,-2.4352806923307737,1.4546807074005605,33.7794261301616,-12.676498090243577,0.5141114846830213,17.35483870967742,9.183954112302395,-6.009237223331931,"Fast Trend (Buy>58, Sell<42)"
SPY,46,28,18,60.86956521739131,283.2173674569889,-261.51618550855204,2.4451057090071546,-2.1366048787732126,1.6846389393482917,32.227949496417516,-10.166673291859363,0.6174930793519464,14.521739130434783,9.183954112302374,-6.42690957637485,Crypto Enhanced
SPY,60,34,26,56.666666666666664,251.37772015095513,-207.32646619123605,2.2872081035090566,-1.862011747686162,1.585541474784126,31.695238880483846,-13.190700644514452,0.5534278393341662,13.0,5.485611437390658,-6.128325611400465,Sector Momentum
QQQ,47,23,24,48.93617021276596,446.0185026275657,-314.26654195872874,3.925968540172519,-2.5748669214900315,1.3601015102891552,27.28757310735257,-20.273776003643427,0.4239634395448394,14.212765957446809,13.199441819721901,-6.973060682199838,Crypto Enhanced
QQQ,61,32,29,52.459016393442624,309.79163015730984,-249.331318027091,2.7245873876222957,-2.0714981055759614,1.3710232748877575,26.954193616098856,-17.592559576582683,0.41944804043957556,12.573770491803279,12.810991234711278,-7.956068977064589,Momentum + Volume Combo
SPY,58,30,28,51.724137931034484,231.09789681061673,-211.7971567890673,2.2336456629734625,-1.9690604271269423,1.1690661630861305,10.026165142246168,-20.50769028726568,0.22460655925668804,13.293103448275861,9.651250264276602,-6.478073630101244,Momentum + Volume Combo
